Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Total;2022;6.497
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Total;2021;3.981
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Hombres;2022;3.853
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Hombres;2021;2.498
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Mujeres;2022;2.644
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;No consta;Mujeres;2021;1.483
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Total;2022;296.663
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Total;2021;282.659
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Hombres;2022;167.957
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Hombres;2021;161.927
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Mujeres;2022;128.706
Total Nacional;08 Castilla - La Mancha;45 Toledo;Total;Mujeres;2021;120.732
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2022;466
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2021;510
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2022;324
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2021;350
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2022;142
Total Nacional;08 Castilla - La Mancha;45 Toledo;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2021;160
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Total;2022;1.931
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Total;2021;1.784
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Hombres;2022;1.230
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Hombres;2021;1.160
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Mujeres;2022;701
Total Nacional;08 Castilla - La Mancha;45 Toledo;12 Directores de departamentos administrativos y comerciales;Mujeres;2021;624
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Total;2022;2.789
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Total;2021;2.756
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Hombres;2022;2.042
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Hombres;2021;2.002
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Mujeres;2022;747
Total Nacional;08 Castilla - La Mancha;45 Toledo;13 Directores de producción y operaciones;Mujeres;2021;754
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2022;1.904
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2021;1.965
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2022;1.301
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2021;1.372
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2022;603
Total Nacional;08 Castilla - La Mancha;45 Toledo;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2021;593
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2022;1.196
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2021;1.222
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2022;706
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2021;726
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2022;490
Total Nacional;08 Castilla - La Mancha;45 Toledo;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2021;496
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Total;2022;9.615
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Total;2021;9.145
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Hombres;2022;2.494
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Hombres;2021;2.380
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Mujeres;2022;7.121
Total Nacional;08 Castilla - La Mancha;45 Toledo;21 Profesionales de la salud;Mujeres;2021;6.765
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2022;11.083
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2021;10.850
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2022;3.484
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2021;3.349
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2022;7.599
Total Nacional;08 Castilla - La Mancha;45 Toledo;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2021;7.501
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Total;2022;3.173
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Total;2021;3.071
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Hombres;2022;1.076
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Hombres;2021;1.062
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Mujeres;2022;2.097
Total Nacional;08 Castilla - La Mancha;45 Toledo;23 Otros profesionales de la enseñanza;Mujeres;2021;2.009
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Total;2022;3.927
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Total;2021;4.028
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Hombres;2022;2.789
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Hombres;2021;2.851
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Mujeres;2022;1.138
Total Nacional;08 Castilla - La Mancha;45 Toledo;24 Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías;Mujeres;2021;1.177
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Total;2022;1.817
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Total;2021;1.792
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Hombres;2022;771
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Hombres;2021;783
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Mujeres;2022;1.046
Total Nacional;08 Castilla - La Mancha;45 Toledo;25 Profesionales en derecho;Mujeres;2021;1.009
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Total;2022;4.818
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Total;2021;4.203
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Hombres;2022;2.602
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Hombres;2021;2.326
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Mujeres;2022;2.216
Total Nacional;08 Castilla - La Mancha;45 Toledo;26 Especialistas en organización de la Administración Pública y de las empresas y en la comercialización;Mujeres;2021;1.877
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Total;2022;1.670
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Total;2021;1.567
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Hombres;2022;1.332
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Hombres;2021;1.258
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Mujeres;2022;338
Total Nacional;08 Castilla - La Mancha;45 Toledo;27 Profesionales de las tecnologías de la información;Mujeres;2021;309
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Total;2022;2.600
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Total;2021;2.135
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Hombres;2022;683
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Hombres;2021;491
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Mujeres;2022;1.917
Total Nacional;08 Castilla - La Mancha;45 Toledo;28 Profesionales en ciencias sociales;Mujeres;2021;1.644
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Total;2022;1.643
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Total;2021;1.706
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Hombres;2022;855
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Hombres;2021;909
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Mujeres;2022;788
Total Nacional;08 Castilla - La Mancha;45 Toledo;29 Profesionales de la cultura y el espectáculo;Mujeres;2021;797
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Total;2022;3.903
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Total;2021;3.812
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Hombres;2022;3.079
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Hombres;2021;2.948
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Mujeres;2022;824
Total Nacional;08 Castilla - La Mancha;45 Toledo;31 Técnicos de las ciencias y de las ingenierías;Mujeres;2021;864
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Total;2022;1.614
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Total;2021;1.401
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Hombres;2022;1.468
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Hombres;2021;1.277
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Mujeres;2022;146
Total Nacional;08 Castilla - La Mancha;45 Toledo;32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción;Mujeres;2021;124
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Total;2022;1.929
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Total;2021;1.618
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Hombres;2022;512
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Hombres;2021;437
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Mujeres;2022;1.417
Total Nacional;08 Castilla - La Mancha;45 Toledo;33 Técnicos sanitarios y profesionales de las terapias alternativas;Mujeres;2021;1.181
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Total;2022;230
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Total;2021;254
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Hombres;2022;107
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Hombres;2021;106
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Mujeres;2022;123
Total Nacional;08 Castilla - La Mancha;45 Toledo;34 Profesionales de apoyo en finanzas y matemáticas;Mujeres;2021;148
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Total;2022;7.413
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Total;2021;6.831
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Hombres;2022;4.635
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Hombres;2021;4.388
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Mujeres;2022;2.778
Total Nacional;08 Castilla - La Mancha;45 Toledo;35 Representantes, agentes comerciales y afines;Mujeres;2021;2.443
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Total;2022;4.490
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Total;2021;3.884
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Hombres;2022;1.879
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Hombres;2021;1.596
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Mujeres;2022;2.611
Total Nacional;08 Castilla - La Mancha;45 Toledo;36 Profesionales de apoyo a la gestión administrativa, técnicos de las fuerzas y cuerpos de seguridad;Mujeres;2021;2.288
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Total;2022;3.943
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Total;2021;3.647
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Hombres;2022;2.125
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Hombres;2021;1.987
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Mujeres;2022;1.818
Total Nacional;08 Castilla - La Mancha;45 Toledo;37 Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines;Mujeres;2021;1.660
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Total;2022;2.814
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Total;2021;2.597
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Hombres;2022;2.221
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Hombres;2021;2.054
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Mujeres;2022;593
Total Nacional;08 Castilla - La Mancha;45 Toledo;38 Técnicos de las tecnologías de la información y las comunicaciones (TIC);Mujeres;2021;543
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Total;2022;6.139
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Total;2021;5.123
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Hombres;2022;3.207
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Hombres;2021;2.696
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Mujeres;2022;2.932
Total Nacional;08 Castilla - La Mancha;45 Toledo;41 Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al transporte;Mujeres;2021;2.427
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Total;2022;1.212
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Total;2021;1.295
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Hombres;2022;522
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Hombres;2021;572
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Mujeres;2022;690
Total Nacional;08 Castilla - La Mancha;45 Toledo;42 Empleados de bibliotecas, servicios de correos y afines;Mujeres;2021;723
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Total;2022;7.811
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Total;2021;7.700
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Hombres;2022;2.466
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Hombres;2021;2.477
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Mujeres;2022;5.345
Total Nacional;08 Castilla - La Mancha;45 Toledo;43 Otros empleados administrativos sin tareas de atención al público;Mujeres;2021;5.223
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Total;2022;3.830
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Total;2021;3.940
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Hombres;2022;1.126
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Hombres;2021;1.124
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Mujeres;2022;2.704
Total Nacional;08 Castilla - La Mancha;45 Toledo;44 Empleados de agencias de viajes, recepcionistas y telefonistas, empleados de ventanilla y afines (excepto taquilleros);Mujeres;2021;2.816
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Total;2022;6.988
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Total;2021;5.911
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Hombres;2022;1.969
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Hombres;2021;1.583
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Mujeres;2022;5.019
Total Nacional;08 Castilla - La Mancha;45 Toledo;45 Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;Mujeres;2021;4.328
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Total;2022;3.885
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Total;2021;3.872
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Hombres;2022;2.037
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Hombres;2021;2.078
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Mujeres;2022;1.848
Total Nacional;08 Castilla - La Mancha;45 Toledo;50 Camareros y cocineros propietarios;Mujeres;2021;1.794
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Total;2022;10.581
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Total;2021;9.925
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Hombres;2022;5.047
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Hombres;2021;4.824
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Mujeres;2022;5.534
Total Nacional;08 Castilla - La Mancha;45 Toledo;51 Trabajadores asalariados de los servicios de restauración;Mujeres;2021;5.101
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Total;2022;12.515
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Total;2021;12.395
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Hombres;2022;4.606
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Hombres;2021;4.681
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Mujeres;2022;7.909
Total Nacional;08 Castilla - La Mancha;45 Toledo;52 Dependientes en tiendas y almacenes;Mujeres;2021;7.714
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Total;2022;5.938
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Total;2021;5.962
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Hombres;2022;2.764
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Hombres;2021;2.818
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Mujeres;2022;3.174
Total Nacional;08 Castilla - La Mancha;45 Toledo;53 Comerciantes propietarios de tiendas;Mujeres;2021;3.144
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Total;2022;2.422
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Total;2021;2.447
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Hombres;2022;1.322
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Hombres;2021;1.332
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Mujeres;2022;1.100
Total Nacional;08 Castilla - La Mancha;45 Toledo;54 Vendedores (excepto en tiendas y almacenes);Mujeres;2021;1.115
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Total;2022;1.917
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Total;2021;2.065
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Hombres;2022;415
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Hombres;2021;465
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Mujeres;2022;1.502
Total Nacional;08 Castilla - La Mancha;45 Toledo;55 Cajeros y taquilleros (excepto bancos);Mujeres;2021;1.600
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Total;2022;9.174
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Total;2021;7.762
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Hombres;2022;1.388
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Hombres;2021;959
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Mujeres;2022;7.786
Total Nacional;08 Castilla - La Mancha;45 Toledo;56 Trabajadores de los cuidados a las personas en servicios de salud;Mujeres;2021;6.803
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Total;2022;2.657
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Total;2021;2.702
Total Nacional;08 Castilla - La Mancha;45 Toledo;57 Otros trabajadores de los cuidados a las personas;Hombres;2022;188
